chrom,start,stop,annotation,annotation_start
CP075071.1,405513,405820,"RLX-incomp_Blc12_Supercontig_3.2_871485_882068_LTR_Gypsy"" 586 897",RLX
CP075071.1,405821,406017,"RLX-incomp_Blc93_Cpos_C735-L-B46-Map1_reversed"" 6292 6468",RLX
CP075071.1,405993,406024,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5038 5068",DTX
CP075071.1,406025,407528,"noCat_Blc218_Cpos_C735-B-G8-Map17"" 3 1393",noCat_Blc218_Cpos_C735
CP075071.1,420722,421814,"DTX-incomp_Blc16_Cpos_C735-B-G25-Map4_reversed"" 719 1812",DTX
CP075071.1,421815,425020,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 3756 6957",RLX
CP075071.1,425017,425611,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 9997 10592",RLX
CP075071.1,425611,434279,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 2 8674",RLX
CP075071.1,434281,437580,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 461 3760",RLX
CP075071.1,437581,438246,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 2 669",RLX
CP075071.1,438245,442508,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6053 10325",DMX
CP075071.1,442553,443331,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075071.1,443332,443462,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6295",DTX
CP075071.1,443547,444060,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6296 6853",DTX
CP075071.1,444061,451073,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 672 7686",RLX
CP075071.1,451074,458031,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 3 6960",RLX
CP075071.1,458032,459035,"RLX-comp_Blc2_Cpos_C735-L-B25-Map1_reversed"" 7667 8670",RLX
CP075071.1,459034,459627,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 9985 10578",RLX
CP075071.1,459628,460088,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 4104 4564",RLX
CP075071.1,460089,460807,"DTX-incomp_Blc16_Cpos_C735-B-G25-Map4_reversed"" 3 723",DTX
CP075071.1,481572,481601,"RXX-LARD_Blc65_Cpos_C735-B-R77-Map3"" 6996 7025",RXX
CP075071.1,534552,534591,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8330 8374",DTX
CP075071.1,534972,535052,"RLX-incomp-chim_Blc38_Supercontig_3.3_902192_925079_DNA_TcMar"" 3245 3323",RLX
CP075071.1,535101,535210,"RLX-incomp_Blc7_Supercontig_3.3_816819_822283_LTR_Copia"" 5345 5460",RLX
CP075071.1,536027,536226,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 202",RLX
CP075071.1,536220,536433,"RLX-comp_Blc190_Cpos_C735-L-B61-Map1_reversed"" 524 737",RLX
CP075071.1,536402,536696,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1 302",RLX
CP075071.1,536698,536929,"RLX-incomp_Blc40_Cpos_C735-B-G1-Map20_reversed"" 16392 16623",RLX
CP075071.1,536930,541914,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 7330 12313",RLX
CP075071.1,536930,536962,"RLX-incomp_Blc2_Supercontig_3.1_963451_974024_LTR_Gypsy"" 10112 10369",RLX
CP075071.1,541892,552483,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 1 10576",RLX
CP075071.1,552484,554316,"RLX-incomp-chim_Blc43_Cpos_C735-L-B5-Map1"" 9362 10818",RLX
CP075071.1,595363,595834,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2940 3421",RLX
CP075071.1,595886,595919,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8341 8374",DTX
CP075071.1,626737,626784,"RLX-comp_Blc3_Cpos_C735-L-B52-Map1"" 5207 5252",RLX
CP075071.1,727786,727859,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5323 5395",DTX
CP075071.1,731337,731715,"RLX-comp_Blc6_Supercontig_3.2_1290825_1301453_LTR_Gypsy"" 10255 10628",RLX
CP075071.1,731768,732254,"RLX-incomp_Blc3_Supercontig_3.1_2969739_2975043_LTR_Gypsy_reversed"" 4 524",RLX
CP075071.1,823549,823583,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5037 5071",DTX
CP075071.1,823582,826303,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 1 2730",DTX
CP075071.1,847279,847379,"RLX-incomp-chim_Blc1_Supercontig_3.3_3110258_3117347_LTR_Gypsy_reversed"" 6094 6185",RLX
CP075071.1,851342,851650,"DTX-incomp_Blc197_Supercontig_3.2_951314_953313_DNA_TcMar"" 831 1172",DTX
CP075071.1,856212,856401,"RLX-incomp_Blc107_Cpos_C735-L-B50-Map1_reversed"" 5245 5437",RLX
CP075071.1,964210,964345,"RLX-incomp_Blc107_Cpos_C735-L-B50-Map1_reversed"" 5222 5326",RLX
CP075071.1,1002730,1002849,"RLX-incomp_Blc227_Cpos_C735-B-G21-Map18_reversed"" 239 384",RLX
CP075071.1,1003910,1004383,"DTX-incomp_Blc230_Cpos_C735-B-R23-Map7_reversed"" 3 487",DTX
CP075071.1,1004384,1004746,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 1 363",DTX
CP075071.1,1004704,1005126,"DTX-incomp_Blc5_Supercontig_3.3_1368731_1374550_DNA_hAT_reversed"" 5406 5819",DTX
CP075071.1,1005135,1005701,"DTX-incomp_Blc251_Supercontig_3.5_936339_936881_DNA_TcMar"" 1 542",DTX
CP075071.1,1145783,1145849,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 979 1045",DTX
CP075071.1,1149702,1149869,"DTX-incomp_Blc197_Supercontig_3.2_951314_953313_DNA_TcMar"" 833 1002",DTX
CP075071.1,1149952,1150449,"DTX-incomp_Blc197_Supercontig_3.2_951314_953313_DNA_TcMar"" 831 1371",DTX
CP075071.1,1150711,1151075,"DTX-incomp_Blc197_Supercontig_3.2_951314_953313_DNA_TcMar"" 1608 1998",DTX
CP075071.1,1309620,1309648,"DTX-incomp_Blc223_Cpos_C735-B-G7-Map9"" 1 29",DTX
CP075071.1,1309628,1309660,"DTX-incomp_Blc223_Cpos_C735-B-G7-Map9"" 1241 1273",DTX
CP075071.1,1309648,1310651,"DTX-incomp_Blc230_Cpos_C735-B-R23-Map7_reversed"" 17 1061",DTX
CP075071.1,1354610,1354785,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 7060 7211",DTX
CP075071.1,1354662,1354786,"DTX-incomp_Blc231_Cpos_C735-B-R37-Map3_reversed"" 976 1096",DTX
CP075071.1,1376995,1377140,"RLX-incomp_Blc3_Supercontig_3.1_65866_71175_LTR_Copia_reversed"" 1 144",RLX
CP075071.1,1377033,1377157,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 1044 1159",DTX
CP075071.1,1377553,1379859,"RLX-incomp_Blc31_Supercontig_3.4_106434_108791_LTR_Gypsy"" 26 2299",RLX
CP075071.1,1379843,1381361,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 2877 4395",RLX
CP075071.1,1381368,1384137,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 2 2777",RIX
CP075071.1,1384138,1384438,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 3 303",RLX
CP075071.1,1384431,1384548,"RIX-comp_Blc122_Cpos_C735-B-G54-Map20"" 199 318",RIX
CP075071.1,1384549,1391507,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1 6960",RLX
CP075071.1,1391508,1393559,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 2887 4944",RIX
CP075071.1,1393560,1398386,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1 4826",RLX
CP075071.1,1398371,1398745,"RLX-comp-chim_Blc71_Cpos_C735-L-B36-Map1"" 4745 5118",RLX
CP075071.1,1398746,1400725,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 4943 6960",RIX
CP075071.1,1400726,1400757,"DTX-incomp-chim_Blc51_Supercontig_3.4_25883_37108_DNA_TcMar_reversed"" 5667 5701",DTX
CP075071.1,1400806,1403711,"RLX-incomp-chim_Blc77_Supercontig_3.1_2677403_2685125_LTR_Gypsy"" 27 2932",RLX
CP075071.1,1404058,1404162,"RLX-incomp_Blc80_Supercontig_3.3_4115140_4122694_DNA_hAT_reversed"" 6982 7087",RLX
CP075071.1,1404163,1404230,"DTX-incomp_Blc4_Supercontig_3.3_991036_993274_DNA_TcMar_reversed"" 1 57",DTX
CP075071.1,1404181,1406512,"DTX-comp_Blc124_Supercontig_3.5_2951416_2956076_DNA_TcMar_reversed"" 1 2332",DTX
CP075071.1,1406463,1406533,"DTX-incomp_Blc139_Supercontig_3.3_4152567_4156718_DNA_TcMar_reversed"" 4038 4110",DTX
CP075071.1,1406511,1406705,"RLX-comp_Blc1_Cpos_C735-B-G68-Map6_reversed"" 2 196",RLX
CP075071.1,1407664,1408096,"DTX-incomp-chim_Blc152_Supercontig_3.5_106348_109975_DNA_TcMar"" 2109 2543",DTX
CP075071.1,1410994,1413326,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 2335",DTX
CP075071.1,1413276,1413335,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 1 62",DTX
CP075071.1,1413627,1414091,"DTX-incomp_Blc250_Cpos_C735-B-R57-Map3_reversed"" 137 601",DTX
CP075071.1,1414092,1419562,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 5474",RLX
CP075071.1,1419535,1420206,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 6291 6961",RLX
CP075071.1,1420207,1421540,"DTX-incomp_Blc222_Supercontig_3.4_3805835_3807195_DNA_TcMar_reversed"" 13 1273",DTX
CP075071.1,1421957,1428078,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 782 6964",RIX
CP075071.1,1428065,1435037,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 4327 11298",RLX
CP075071.1,1435025,1435296,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 521 796",RIX
CP075071.1,1435280,1435295,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 1896 1913",DTX
CP075071.1,1435296,1435578,"DTX-incomp-chim_Blc64_Supercontig_3.1_2352943_2362346_DNA_TcMar_reversed"" 9121 9403",DTX
CP075071.1,1435572,1437553,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 351 2334",DTX
CP075071.1,1437554,1437593,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 4264 4309",DTX
CP075071.1,1437552,1438068,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1 522",RIX
CP075071.1,1438089,1439267,"RLX-incomp_Blc1_Supercontig_3.6_3400601_3407679_LTR_Gypsy"" 1766 2944",RLX
CP075071.1,1439267,1439350,"RIX-incomp_Blc9_Supercontig_3.3_4004633_4011457_LINE_Tad1_reversed"" 2992 3153",RIX
CP075071.1,1439310,1439845,"RIX-incomp_Blc252_Cpos_C735-B-G86-Map4_reversed"" 1 537",RIX
CP075071.1,1439845,1440078,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 2723 2958",RLX
CP075071.1,1440066,1440380,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 4327 4633",DTX
CP075071.1,1440121,1445791,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 1 5695",RLX
CP075071.1,1445792,1449090,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 3683 6992",RIX
CP075071.1,1449086,1449451,"RLX-incomp_Blc7_Supercontig_3.3_1338906_1343742_LTR_Copia_reversed"" 2980 3337",RLX
CP075071.1,1449492,1450385,"RLX-incomp_Blc7_Cpos_C735-L-B49-Map1"" 3310 4223",RLX
CP075071.1,1450438,1451637,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5763 6965",RIX
CP075071.1,1458838,1460345,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 4247 5760",RIX
CP075071.1,1460334,1460520,"RIX-incomp_Blc22_Supercontig_3.4_46466_49239_LINE_Tad1"" 2440 2626",RIX
CP075071.1,1460796,1460980,"DTX-incomp_Blc193_Supercontig_3.5_2549689_2551850_DNA_TcMar"" 4 189",DTX
CP075071.1,1460981,1461013,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 2062 2280",DTX
CP075071.1,1462666,1466254,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 3335 6922",RLX
CP075071.1,1466255,1466905,"DTX-incomp_Blc4_Cpos_C735-B-G36-Map20"" 1299 1949",DTX
CP075071.1,1466898,1468019,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 5809 6959",DTX
CP075071.1,1468012,1468323,"DTX-comp-chim_Blc182_Supercontig_3.1_4893304_4895932_DNA_TcMar"" 2317 2628",DTX
CP075071.1,1468324,1468682,"DTX-incomp_Blc230_Cpos_C735-B-R23-Map7_reversed"" 234 597",DTX
CP075071.1,1468720,1468907,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1 188",RIX
CP075071.1,1468896,1468909,"DTX-incomp-chim_Blc120_Cpos_C735-L-B54-Map1_reversed"" 851 865",DTX
CP075071.1,1468910,1471235,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 1 2334",DTX
CP075071.1,1471236,1471268,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2339 2375",DTX
CP075071.1,1471232,1471290,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 190 248",RIX
CP075071.1,1471288,1471837,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 4869 5420",DTX
CP075071.1,1471872,1476558,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 1 6961",RIX
CP075071.1,1476351,1476594,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 4629 4872",DTX
CP075071.1,1476640,1479498,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1 2896",RIX
CP075071.1,1479512,1484854,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 4875 10269",RLX
CP075071.1,1484850,1485812,"DTX-incomp_Blc170_Supercontig_3.3_877275_880252_DNA_hAT"" 2018 2977",DTX
CP075071.1,1485799,1492551,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 231 6991",RIX
CP075071.1,1492548,1493013,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 6506 6992",RIX
CP075071.1,1493011,1494092,"RLX-incomp_Blc123_Supercontig_3.1_2639161_2643832_LTR_Gypsy_reversed"" 2971 4052",RLX
CP075071.1,1494143,1496249,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 4869 6964",RIX
CP075071.1,1496239,1499871,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1011 4647",RIX
CP075071.1,1499845,1499960,"noCat_Blc219_Cpos_C735-B-G20-Map12"" 1 109",noCat_Blc219_Cpos_C735
CP075071.1,1499872,1500289,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1 415",RIX
CP075071.1,1500316,1500949,"RLX-incomp_Blc1_Supercontig_3.2_378511_384245_LTR_Gypsy_reversed"" 4728 5362",RLX
CP075071.1,1500986,1501965,"RIX-comp_Blc122_Cpos_C735-B-G54-Map20"" 3756 4734",RIX
CP075071.1,1501963,1502566,"RIX-incomp_Blc204_Cpos_C735-B-G23-Map20"" 1259 1864",RIX
CP075071.1,1502575,1504137,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 1 1554",RIX
CP075071.1,1504138,1504934,"RIX-comp_Blc171_Supercontig_3.4_84585_87487_LINE_Tad1_reversed"" 1332 2130",RIX
CP075071.1,1504903,1504975,"RIX-comp_Blc9_Supercontig_3.4_173547_180493_LINE_Tad1_reversed"" 2856 2924",RIX
CP075071.1,1504947,1507153,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 2966 5186",RIX
CP075071.1,1507149,1507902,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5297 6048",RIX
CP075071.1,1507854,1508231,"noCat_Blc211_Cpos_C735-B-G2-Map20"" 367 777",noCat_Blc211_Cpos_C735
CP075071.1,1507894,1508700,"RIX-comp_Blc122_Cpos_C735-B-G54-Map20"" 3943 4767",RIX
CP075071.1,1508448,1508757,"RLX-incomp_Blc125_Cpos_C735-B-G3-Map20_reversed"" 1742 2044",RLX
CP075071.1,1508682,1509030,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 6772 7131",DTX
CP075071.1,1508696,1509130,"DTX-comp-chim_Blc192_Supercontig_3.3_3852495_3854683_DNA_TcMar_reversed"" 108 517",DTX
CP075071.1,1509115,1510551,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 413 1838",RIX
CP075071.1,1510552,1510653,"DTX-incomp_Blc139_Supercontig_3.3_4152567_4156718_DNA_TcMar_reversed"" 4 105",DTX
CP075071.1,1510648,1511515,"DTX-incomp_Blc16_Cpos_C735-B-G25-Map4_reversed"" 960 1813",DTX
CP075071.1,1511511,1511531,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 1839 1863",RIX
CP075071.1,1511532,1513342,"DTX-incomp_Blc16_Cpos_C735-B-G25-Map4_reversed"" 3 1813",DTX
CP075071.1,1513343,1515093,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 5458 7223",DTX
CP075071.1,1515025,1515106,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 2652 2728",DTX
CP075071.1,1515083,1515529,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3020 3490",DTX
CP075071.1,1515808,1516651,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3397 4260",DTX
CP075071.1,1516657,1518398,"RLX-incomp_Blc19_Supercontig_3.6_3354993_3360332_LTR_Gypsy_reversed"" 3274 5018",RLX
CP075071.1,1518401,1519162,"RLX-comp_Blc79_Supercontig_3.6_3361691_3369247_LTR_Gypsy_reversed"" 6803 7545",RLX
CP075071.1,1519140,1520775,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5335 6989",RIX
CP075071.1,1520780,1520882,"RLX-incomp-chim_Blc67_Cpos_C735-L-B34-Map1"" 4883 4988",RLX
CP075071.1,1520817,1522933,"RLX-comp_Blc7_Supercontig_3.5_557849_563312_LTR_Copia_reversed"" 3348 5459",RLX
CP075071.1,1523008,1524488,"RLX-incomp_Blc7_Supercontig_3.3_1338906_1343742_LTR_Copia_reversed"" 1853 3327",RLX
CP075071.1,1524491,1526742,"RLX-incomp_Blc7_Cpos_C735-B-R11-Map8"" 2 2235",RLX
CP075071.1,1526967,1528025,"RLX-incomp_Blc7_Cpos_C735-B-R11-Map8"" 2236 3291",RLX
CP075071.1,1528126,1529935,"RLX-comp_Blc7_Supercontig_3.2_613609_619072_LTR_Copia_reversed"" 3309 5113",RLX
CP075071.1,1529969,1533991,"RLX-incomp_Blc1_Supercontig_3.1_1433449_1440522_LTR_Gypsy"" 2 4052",RLX
CP075071.1,1534210,1539166,"RLX-comp_Blc14_Supercontig_3.1_261523_269109_LTR_Gypsy_reversed"" 2596 7586",RLX
CP075071.1,1539148,1539464,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 7111 7425",RLX
CP075071.1,1539465,1542077,"RLX-incomp_Blc14_Supercontig_3.1_1119615_1126598_LTR_Gypsy"" 1 2599",RLX
CP075071.1,1542811,1542825,"DTX-incomp-chim_Blc72_Supercontig_3.1_269536_278228_DNA_hAT_reversed"" 2839 2881",DTX
CP075071.1,1542826,1542855,"DTX-incomp_Blc170_Supercontig_3.3_877275_880252_DNA_hAT"" 954 983",DTX
CP075071.1,1542857,1546205,"DTX-incomp_Blc100_Supercontig_3.1_984541_990392_DNA_hAT"" 2439 5793",DTX
CP075071.1,1546206,1550634,"DYX-comp_Blc130_Supercontig_3.5_2432583_2437026_LTR_Ngaro"" 3 4441",DYX
CP075071.1,1550635,1552490,"DTX-incomp_Blc100_Supercontig_3.1_984541_990392_DNA_hAT"" 519 2437",DTX
CP075071.1,1552527,1553004,"DTX-incomp_Blc100_Supercontig_3.1_984541_990392_DNA_hAT"" 2 518",DTX
CP075071.1,1555587,1555602,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 698 710",DTX
CP075071.1,1555603,1557934,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 2335",DTX
CP075071.1,1557885,1557947,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2288 2350",DTX
CP075071.1,1558489,1558602,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 1812 1933",DTX
CP075071.1,1559640,1559822,"DTX-incomp_Blc5_Supercontig_3.1_572613_576890_DNA_MULE-MuDR_reversed"" 4095 4277",DTX
CP075071.1,1561451,1561503,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 2539 2595",DTX
CP075071.1,1561504,1562455,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 2 954",DTX
CP075071.1,1562459,1563171,"noCat_Blc211_Cpos_C735-B-G2-Map20"" 896 1618",noCat_Blc211_Cpos_C735
CP075071.1,1563172,1564570,"RIX-incomp_Blc145_Cpos_C735-B-R4-Map5_reversed"" 2630 4029",RIX
CP075071.1,1563172,1563322,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 4756 5619",DTX
CP075071.1,1564570,1564747,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 943 1120",DTX
CP075071.1,1564748,1569289,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 2601 7246",DTX
CP075071.1,1569288,1570204,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 20 944",RIX
CP075071.1,1570234,1570279,"RIX-incomp_Blc34_Supercontig_3.2_4623473_4624446_LINE_Tad1"" 889 934",RIX
CP075071.1,1570403,1570980,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 3665 4242",DTX
CP075071.1,1570655,1570963,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 379 715",DTX
CP075071.1,1570964,1573287,"DTX-comp_Blc4_Supercontig_3.1_236581_238912_DNA_TcMar_reversed"" 1 2331",DTX
CP075071.1,1573288,1573352,"DTX-incomp_Blc139_Supercontig_3.3_4152567_4156718_DNA_TcMar_reversed"" 4087 4148",DTX
CP075071.1,1573355,1573447,"RLX-incomp_Blc169_Supercontig_3.2_627087_630081_LTR_Copia_reversed"" 100 198",RLX
CP075071.1,1578192,1578273,"RLX-comp_Blc7_Cpos_C735-L-B48-Map1"" 5378 5462",RLX
CP075071.1,1578372,1578531,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2563 2725",DTX
CP075071.1,1578532,1579161,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 4565 5195",RLX
CP075071.1,1579162,1586742,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 1 7583",RLX
CP075071.1,1586749,1586969,"RLX-incomp_Blc114_Supercontig_3.5_271249_276444_LTR_Gypsy_reversed"" 4354 4571",RLX
CP075071.1,1586953,1587054,"RLX-incomp_Blc80_Supercontig_3.3_4115140_4122694_DNA_hAT_reversed"" 6986 7088",RLX
CP075071.1,1586970,1587151,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 779 863",DTX
CP075071.1,1587058,1587597,"RLX-comp_Blc110_Supercontig_3.6_3390690_3396020_LTR_Gypsy"" 4156 4696",RLX
CP075071.1,1587597,1589187,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 5400 6991",RIX
CP075071.1,1589203,1589386,"DTX-incomp-chim_Blc69_Supercontig_3.1_2848002_2856807_DNA_TcMar_reversed"" 3047 3235",DTX
CP075071.1,1589868,1590423,"RLX-incomp-chim_Blc109_Supercontig_3.5_1600606_1605982_LTR_Gypsy"" 4699 5244",RLX
CP075071.1,1590450,1591566,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 9462 10578",RLX
CP075071.1,1591557,1594214,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 2 2659",RLX
CP075071.1,1594215,1594338,"RLX-incomp_Blc19_Supercontig_3.6_3354993_3360332_LTR_Gypsy_reversed"" 98 221",RLX
CP075071.1,1598716,1598804,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5306 5396",DTX
CP075071.1,1598806,1599509,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 7573 8340",DTX
CP075071.1,1600777,1601069,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5434 5736",DTX
CP075071.1,1604505,1604639,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5311 5449",DTX
CP075071.1,1604645,1604721,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8263 8340",DTX
CP075071.1,1605555,1605766,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3020 3240",DTX
CP075071.1,1605765,1606068,"RIX-comp_Blc122_Cpos_C735-B-G54-Map20"" 4456 4762",RIX
CP075071.1,1606057,1606900,"DTX-incomp-chim_Blc116_Supercontig_3.1_483399_488504_DNA_hAT_reversed"" 1232 2061",DTX
CP075071.1,1606900,1607096,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3226 3423",DTX
CP075071.1,1607098,1608819,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 5240 6964",RIX
CP075071.1,1608580,1608821,"RLX-incomp_Blc21_Cpos_C735-B-G51-Map10"" 1318 1552",RLX
CP075071.1,1608854,1608906,"RLX-incomp_Blc21_Cpos_C735-B-G51-Map10"" 1270 1317",RLX
CP075071.1,1608855,1609406,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3412 3966",DTX
CP075071.1,1609407,1609418,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 11355 11371",RLX
